XZI Gare_de_Lorraine_TGV Metz–Nancy France
APP Asapa_Airport Asapa Papua_New_Guinea
AEK Aseki_Airport Aseki Papua_New_Guinea
ASZ Asirim_Airport Asirim Papua_New_Guinea
ABP Atkamba_Airport Atkamba Papua_New_Guinea
AUI Aua_Island_Airport Aua_Island Papua_New_Guinea
AUV Aumo_Airport Aumo Papua_New_Guinea
AWB Awaba_Airport Awaba Papua_New_Guinea
AWR Awar_Airport Awar Papua_New_Guinea
BAP Baibara_Airport Baibara Papua_New_Guinea
VMU Baimuru_Airport Baimuru Papua_New_Guinea
BDZ Baindoung_Airport Baindoung Papua_New_Guinea
BAJ Bali_Airport Bali,_West_New_Britain Papua_New_Guinea
BCP Bambu_Airport Bambu Papua_New_Guinea
BMZ Bamu_Airport Bamu Papua_New_Guinea
BNZ Banz_Airport Banz Papua_New_Guinea
BPD Bapi_Airport Bapi Papua_New_Guinea
BWJ Bawan_Airport Bawan Papua_New_Guinea
BSP Bensbach_Airport Bensbach Papua_New_Guinea
BEA Bereina_Airport Bereina Papua_New_Guinea
BWP Bewani_Airport Bewani Papua_New_Guinea
BAA Bialla_Airport Bialla Papua_New_Guinea
BPK Biangabip_Airport Biangabip Papua_New_Guinea
BRP Biaru_Airport Biaru Papua_New_Guinea
BIJ Biliau_Airport Biliau Papua_New_Guinea
BIZ Bimin_Airport Bimin Papua_New_Guinea
XBN Biniguni_Airport Biniguni Papua_New_Guinea
BNV Boana_Airport Boana Papua_New_Guinea
BOV Boang_Airport Boang Papua_New_Guinea
BNM Bodinumu_Airport Bodinumu Papua_New_Guinea
BOQ Boku_Airport Boku Papua_New_Guinea
BVP Bolovip_Airport Bolovip Papua_New_Guinea
BMH Bomai_Airport Bomai Papua_New_Guinea
BPB Boridi_Airport Boridi Papua_New_Guinea
BOT Boset_Airport Boset Papua_New_Guinea
BRH Brahman_Airport Brahman Papua_New_Guinea
BUA Buka_Island_Airport Buka_Island Papua_New_Guinea
BUL Bulolo_Airport Bulolo Papua_New_Guinea
BNT Bundi_Airport Bundi Papua_New_Guinea
BXZ Bunsil_Airport Bunsil Papua_New_Guinea
CGC Cape_Gloucester_Airport Cape_Gloucester Papua_New_Guinea
CPN Cape_Rodney_Airport Cape_Rodney Papua_New_Guinea
CVL Cape_Vogel_Airport Cape_Vogel Papua_New_Guinea
CVB Chungribu_Airport Chungribu Papua_New_Guinea
DLB Dalbertis_Airport Dalbertis Papua_New_Guinea
DAU Daru_Airport Daru,_Western_Province Papua_New_Guinea
DAF Daup_Airport Daup Papua_New_Guinea
DBP Debepare_Airport Debepare Papua_New_Guinea
DER Derim_Airport Derim Papua_New_Guinea
DNU Dinangat_Airport Dinangat Papua_New_Guinea
DOS Dios_Airport Dios Papua_New_Guinea
DDM Dodoima_Airport Dodoima Papua_New_Guinea
DOI Doini_Airport Doini Papua_New_Guinea
DOO Dorobisoro_Airport Dorobisoro Papua_New_Guinea
DPU Dumpu_Airport Dumpu Papua_New_Guinea
EFG Efogi_Airport Efogi Papua_New_Guinea
EIA Popondetta_Airport Eia Papua_New_Guinea
EPT Eliptamin_Airport Eliptamin Papua_New_Guinea
EMS Embessa_Airport Embessa Papua_New_Guinea
EMI Emirau_Airport Emirau Papua_New_Guinea
EMO Emo_Airport Emo Papua_New_Guinea
EGA Engati_Airport Engati Papua_New_Guinea
ERE Erave_Airport Erave Papua_New_Guinea
ERU Erume_Airport Erume Papua_New_Guinea
ESA Esa'ala_Airport Esa'ala Papua_New_Guinea
FNE Fane_Airport Fane Papua_New_Guinea
FRQ Feramin_Airport Feramin Papua_New_Guinea
FIN Finschhafen_Airport Finschhafen Papua_New_Guinea
FAQ Frieda_River_Airport Frieda_River Papua_New_Guinea
FUB Fulleborn_Airport Fulleborn Papua_New_Guinea
GAR Garaina_Airport Garaina Papua_New_Guinea
GRL Garasa_Airport Garasa Papua_New_Guinea
GRH Garuahi_Airport Garuahi Papua_New_Guinea
GMI Gasmata_Airport Gasmata_Island Papua_New_Guinea
GBC Gasuke_Airport Gasuke Papua_New_Guinea
GEW Gewoia_Airport Gewoia Papua_New_Guinea
GWN Gnarowein_Airport Gnarowein Papua_New_Guinea
GOE Gonalia_Airport Gonalia Papua_New_Guinea
GOC Gora_Airport Gora Papua_New_Guinea
GKA Goroka_Airport Goroka Papua_New_Guinea
GEI Green_Islands_Airport Green_Islands Papua_New_Guinea
GVI Green_River_Airport Green_River Papua_New_Guinea
GUG Guari_Airport Guari Papua_New_Guinea
GAZ Guasopa_Airport Guasopa Papua_New_Guinea
GLP Gulgubip_Airport Gulgubip Papua_New_Guinea
GUE Guriaso_Airport Guriaso Papua_New_Guinea
GAP Gusap_Airport Gusap Papua_New_Guinea
HBD Habi_Airport Habi Papua_New_Guinea
HEO Haelogo_Airport Haelogo Papua_New_Guinea
HAZ Hatzfeldthaven_Airport Hatzfeldthaven Papua_New_Guinea
HWA Hawabango_Airport Hawabango Papua_New_Guinea
HYF Hayfields_Airport Hayfields Papua_New_Guinea
HNI Heiweni_Airport Heiweni Papua_New_Guinea
HIT Hivaro_Airport Hivaro Papua_New_Guinea
HNN Honinabi_Airport Honinabi Papua_New_Guinea
HKN Kimbe_Airport Hoskins Papua_New_Guinea
IAL Ialibu_Airport Ialibu Papua_New_Guinea
IMA Iamalele_Airport Iamalele Papua_New_Guinea
IAU Iaura_Airport Iaura Papua_New_Guinea
IBI Iboki_Airport Iboki Papua_New_Guinea
IHU Ihu_Airport Ihu Papua_New_Guinea
ILX Ileg_Airport Ileg Papua_New_Guinea
IMN Imane_Airport Imane Papua_New_Guinea
IMD Imonda_Airport Imonda Papua_New_Guinea
IDN Indagen_Airport Indagen Papua_New_Guinea
IUS Inus_Airport Inus Papua_New_Guinea
IOK Iokea_Airport Iokea Papua_New_Guinea
IOP Ioma_Airport Ioma Papua_New_Guinea
ITK Itokama_Airport Itokama Papua_New_Guinea
JAQ Jacquinot_Bay_Airport Jacquinot_Bay Papua_New_Guinea
JOP Josephstaal_Airport Josephstaal Papua_New_Guinea
KBM Kabwum_Airport Kabwum Papua_New_Guinea
KGW Kagi_Airport Kagi Papua_New_Guinea
AGK Kagua_Airport Kagua Papua_New_Guinea
KIA Kaiapit_Airport Kaiapit Papua_New_Guinea
KZF Kaintiba_Airport Kaintiba Papua_New_Guinea
KDQ Kamberatoro_Airport Kamberatoro Papua_New_Guinea
KMF Kamina_Airport Kamina Papua_New_Guinea
KJU Kamiraba_Airport Kamiraba Papua_New_Guinea
KEX Kanabea_Airport Kanabea Papua_New_Guinea
KNE Kanainj_Airport Kanainj Papua_New_Guinea
KDP Kandep_Airport Kandep Papua_New_Guinea
KDR Kandrian_Airport Kandrian Papua_New_Guinea
KTK Kanua_Airport Kanua Papua_New_Guinea
KPL Kapal_Airport Kapal Papua_New_Guinea
KAK Kar_Airport Kar Papua_New_Guinea
KRX Kar_Kar_Airport Kar_Kar Papua_New_Guinea
KAF Karato_Airport Karato Papua_New_Guinea
KRJ Karawari_Airport Karawari Papua_New_Guinea
KMR Karimui_Airport Karimui Papua_New_Guinea
KXR Karoola_Airport Karoola Papua_New_Guinea
KSB Kasanombe_Airport Kasanombe Papua_New_Guinea
KVG Kavieng_Airport Kavieng,_New_Ireland_Province Papua_New_Guinea
KWO Kawito_Airport Kawito Papua_New_Guinea
KEG Keglsugl_Airport Keglsugl Papua_New_Guinea
KNL Kelanoa_Airport Kelanoa Papua_New_Guinea
KRU Kerau_Airport Kerau Papua_New_Guinea
KMA Kerema_Airport Kerema Papua_New_Guinea
KII Kibuli_Airport Kibuli Papua_New_Guinea
KIE Aropa_Airport Kieta,_Bougainville_Island Papua_New_Guinea
KIZ Kikinonda_Airport Kikinonda Papua_New_Guinea
KRI Kikori_Airport Kikori Papua_New_Guinea
KIQ Kira_Airport Kira Papua_New_Guinea
KSG Kisengan_Airport Kisengan Papua_New_Guinea
KVE Kitava_Airport Kitava Papua_New_Guinea
KWX Kiwai_Island_Airport Kiwai_Island Papua_New_Guinea
KMB Koinambe_Airport Koinambe Papua_New_Guinea
KKD Kokoda_Airport Kokoda Papua_New_Guinea
KOR Kokoro_Airport Kokoro Papua_New_Guinea
KQL Kol_Airport Kol Papua_New_Guinea
KCJ Komaio_Airport Komaio Papua_New_Guinea
HOC Komako_Airport Komako Papua_New_Guinea
KOM Komo-Manda_Airport Komo-Manda Papua_New_Guinea
KPM Kompiam_Airport Kompiam Papua_New_Guinea
KPF Kondubol_Airport Kondubol Papua_New_Guinea
KGB Konge_Airport Konge Papua_New_Guinea
KPA Kopiago_Airport Kopiago Papua_New_Guinea
KDE Koroba_Airport Koroba Papua_New_Guinea
KSP Kosipe_Airport Kosipe Papua_New_Guinea
CMU Chimbu_Airport Kundiawa Papua_New_Guinea
KUP Kupiano_Airport Kupiano Papua_New_Guinea
KUQ Kuri_Airport Kuri Papua_New_Guinea
KWV Kurwina_Airport Kurwina Papua_New_Guinea
LAB Lablab_Airport Lablab Papua_New_Guinea
LAE Lae_Nadzab_Airport Lae,_Papua_New_Guinea Papua_New_Guinea
LGM Laiagam_Airport Laiagam Papua_New_Guinea
LMY Lake_Murray_Airport Lake_Murray Papua_New_Guinea
LMG Lamassa_Airport Lamassa Papua_New_Guinea
LNM Langimar_Airport Langimar Papua_New_Guinea
LHP Lehu_Airport Lehu Papua_New_Guinea
LTF Leitre_Airport Leitre Papua_New_Guinea
LNC Lengbati_Airport Lengbati Papua_New_Guinea
LNG Lese_Airport Lese Papua_New_Guinea
LGN Linga_Linga_Airport Linga_Linga Papua_New_Guinea
LNQ Loani_Airport Loani Papua_New_Guinea
LNV Lihir_Island_Airport Londolovit,_Lihir_Island Papua_New_Guinea
LSJ Long_Island_Airport Long_Island Papua_New_Guinea
MAS Momote_Airport Los_Negros_Island,_Admiralty_Islands Papua_New_Guinea
LSA Losuia_Airport_(Kiriwina_Airfield) Losuia,_Kiriwina_Island Papua_New_Guinea
LWI Lowai_Airport Lowai Papua_New_Guinea
LMI Lumi_Airport Lumi Papua_New_Guinea
MAG Madang_Airport Madang Papua_New_Guinea
MPG Makini_Airport Makini Papua_New_Guinea
MKN Malekolon_Airport Malekolon,_Babase_Island Papua_New_Guinea
MAP Mamai_Airport Mamai Papua_New_Guinea
MRM Manare_Airport Manare Papua_New_Guinea
MGP Manga_Airport Manga Papua_New_Guinea
MFO Manguna_Airport Manguna Papua_New_Guinea
UUU Manumu_Airport Manumu Papua_New_Guinea
MPF Mapoda_Airport Mapoda Papua_New_Guinea
MPU Mapua_Airport Mapua Papua_New_Guinea
MWG Marawaka_Airport Marawaka Papua_New_Guinea
MGG Margarima_Airport Margarima Papua_New_Guinea
MBV Masa_Airport Masa Papua_New_Guinea
MDU Mendi_Airport Mendi Papua_New_Guinea
MYX Menyamya_Airport Menyamya Papua_New_Guinea
MFZ Mesalia_Airport Mesalia Papua_New_Guinea
MXK Mindik_Airport Mindik Papua_New_Guinea
MZN Minj_Airport Minj Papua_New_Guinea
MIS Misima_Island_Airport Misima_Island Papua_New_Guinea
MPX Miyanmin_Airport Miyanmin Papua_New_Guinea
MJJ Moki_Airport Moki Papua_New_Guinea
MHY Morehead_Airport Morehead Papua_New_Guinea
MXH Moro_Airport Moro Papua_New_Guinea
GUV Mougulu_Airport Mougulu Papua_New_Guinea
HGU Mount_Hagen_Airport Mount_Hagen Papua_New_Guinea
LNF Munbil_Airport Munbil Papua_New_Guinea
MDM Munduku_Airport Munduku Papua_New_Guinea
MWU Mussau_Airport Mussau Papua_New_Guinea
ATN Namatanai_Airport Namatanai Papua_New_Guinea
GBF Negarbo_Airport Negarbo Papua_New_Guinea
IIS Nissan_Island_Airport Nissan_Island Papua_New_Guinea
OBX Obo_Airport_(Papua_New_Guinea) Obo,_Papua_New_Guinea Papua_New_Guinea
PLE Paiela_Airport Paiela Papua_New_Guinea
PMP Pimaga_Airport Pimaga Papua_New_Guinea
POM Jacksons_International_Airport_(PORT_Moresby_Airport) PORT_Moresby Papua_New_Guinea
PUI Purini_Airport Purini Papua_New_Guinea
RAB Tokua_Airport Rabaul Papua_New_Guinea
RMN Rumginae_Airport Rumginae Papua_New_Guinea
SGK Sangapi_Airport Sangapi Papua_New_Guinea
SMH Sapmanga_Airport Sapmanga Papua_New_Guinea
TDS Sasereme_Airport Sasereme Papua_New_Guinea
NIS Simberi_Airport Simberi_Island Papua_New_Guinea
SPH Sopu_Airport Sopu Papua_New_Guinea
VIV Vivigani_Airfield Vivigani,_Goodenough_Island Papua_New_Guinea
AGL Wanigela_Airport Wanigela Papua_New_Guinea
KYX Yalumet_Airport Yalumet Papua_New_Guinea
KPE Yapsiei_Airport Yapsiei Papua_New_Guinea
KSX Yasuru_Airport Yasuru Papua_New_Guinea
PGE Yegepa_Airport Yegepa Papua_New_Guinea
YEQ Yenkis_Airport Yenkis Papua_New_Guinea
YVD Yeva_Airport Yeva Papua_New_Guinea
KGH Yongai_Airport Yongai Papua_New_Guinea
ASU Silvio_Pettirossi_International_Airport Asunción Paraguay
AYO Juan_De_Ayolas_Airport Ayolas Paraguay
AGT Guarani_International_Airport_(Alejo_Garcia_Airport) Ciudad_del_Este Paraguay
CIO Teniente_Coronel_Carmelo_Peralta_Airport Concepción Paraguay
ENO Teniente_Primero_Alarcon_Airport Encarnacion Paraguay
FLM Fernheim_Airport_(Filadelfia_Airport) Filadelfia Paraguay
OLK Fuerte_Olimpo_Airport Fuerte_Olimpo Paraguay
ESG Dr._Luis_Maria_Argaña_International_Airport Mariscal_Estigarribia Paraguay
PJC Dr.Augusto_Roberto_Fuster_International_Airport Pedro_Juan_Caballero Paraguay
PIL Carlos_Miguel_Jiménez_Airport Pilar Paraguay
PEK Beijing_Capital_International_Airport Beijing People's_Republic_of_China
PVG Shanghai_Pudong_International_Airport Shanghai People's_Republic_of_China
ALD Alerta_Airport Alerta Peru
ANS Andahuaylas_Airport Andahuaylas Peru
AOP All_airports Andoas Peru
AQP Rodriguez_Ballon_International_Airport Arequipa Peru
AYC Ayacucho_Airport Ayacucho Peru
AYP Coronel_FAP_Alfredo_Mendivil_Duarte_Airport Ayacucho Peru
BLP Huallaga_Airport Bellavista Peru
CJA Major_General_FAP_Armando_Revoredo_Iglesias_Airport Cajamarca Peru
LIM Jorge_Chávez_International_Airport Callao Peru
CHH Chachapoyas_Airport Chachapoyas Peru
CIX Capitán_FAP_José_A._Quiñones_Gonzales_International_Airport Chiclayo Peru
CHM Tnte._FAP_Jaime_Montreuil_Morales_Airport Chimbote,_Ancash_Region Peru
CUZ Alejandro_Velasco_Astete_International_Airport Cusco,_Cusco_Region Peru
HUU Alférez_FAP_David_Figueroa_Fernandini_Airport Huánuco,_Huánuco_Region Peru
ATA Comandante_FAP_German_Arias_Grazziani_Airport Huaraz Peru
IBP Iberia_Airport Iberia Peru
ILQ Ilo_Airport Ilo,_Moquegua_Region Peru
IQT Crnl._FAP_Francisco_Secada_Vignetta_International_Airport Iquitos,_Loreto Peru
JAU Francisco_Carle_Airport Jauja Peru
JJI Juanjuí_Airport Juanjuí Peru
JUL Inca_Manco_Capac_Airport Juliaca Peru
MBP Moyobamba_Airport Moyobamba Peru
NZC Maria_Reiche_Neuman_Airport Nazca,_Ica_Region Peru
PIO Capitán_FAP_Renán_Elías_Olivera_Airport Pisco Peru
PIU Piura_Airport Piura Peru
PCL Captain_Rolden_International_Airport Pucallpa Peru
PEM Puerto_Maldonado_International_Airport Puerto_Maldonado Peru
APE San_Juan_Aposento_Airport San_Juan_Aposento Peru
TYL Cap._FAP_Víctor_Montes_Arias_Airport Talara Peru
TGI Tingo_María_Airport Tingo_María Peru
TRU Cap._FAP_Carlos_Martínez_de_Pinillos_International_Airport Trujillo Peru
TBP Cap._FAP_Pedro_Canga_Rodríguez_Airport Tumbes Peru
YMS Moisés_Benzaquén_Rengifo_Airport Yurimaguas Peru
TBH Romblon_Airport_(Tablas_Airport) Alcantara,_Romblon Philippines
BCD New_Bacolod-Silay_Airport Bacolod_City Philippines
BNQ Baganga_Airport Baganga,_Davao_Oriental Philippines
BAG Loakan_Airport Baguio_City Philippines
BQA Baler_Airport Baler,_Aurora Philippines
IGN Maria_Cristina_Airport_(Iligan_Airport) Baloi,_Lanao_del_Norte Philippines
BSO Basco_Airport Basco,_Batanes Philippines
BPH Bislig_Airport Bislig_City,_Surigao_del_Sur Philippines
TWT Sanga-Sanga_Airport Bongao,_Tawi-Tawi Philippines
BXU Butuan_Airport Butuan_City Philippines
ILO Iloilo_International_Airport Cabatuan_/_Santa_Barbara,_Iloilo Philippines
CGY Laguindingan_International_Airport Cagayan_de_Oro_City Philippines
CPP Calapan_Airport Calapan_City,_Oriental_Mindoro Philippines
CYP Calbayog_Airport Calbayog_City,_Samar Philippines
ICO Sicogon_Airport Carles,_Iloilo Philippines
CGG Casiguran_Airport Casiguran,_Aurora Philippines
CRM Catarman_National_Airport Catarman,_Northern_Samar Philippines
CYZ Cauayan_Airport Cauayan_City,_Isabela Philippines
SGL Danilo_Atienza_(Sangley_POINT_)_Air_Base Cavite_City,_Cavite Philippines
CRK Clark_International_Airport Clark_Special_Economic_Zone Philippines
USU Busuanga_Airport Coron,_Palawan Philippines
XCN Pacific_Air-VAL_Coron_Airport Coron,_Palawan Philippines
CBO Awang_Airport Cotabato_City Philippines
CUJ Culion_Airport Culion,_Palawan Philippines
CYU Cuyo_Airport Cuyo,_Palawan Philippines
DTE Bagasbas_Airport Daet,_Camarines_Norte Philippines
DVO Francisco_Bangoy_International_Airport Davao_City Philippines
SOS Sayak_(Siargao)_Airport Del_Carmen,_Surigao_del_Norte Philippines
DSG Dilasag_Airport Dilasag,_Aurora Philippines
DPL Dipolog_Airport Dipolog_City,_Zamboanga_del_Norte Philippines
ENI El_Nido_Airport El_Nido,_Palawan Philippines
MRQ Marinduque_Airport Gasan,_Marinduque Philippines
GES General_Santos_International_Airport_(Tambler_Airport) General_Santos_City Philippines
IPE Ipil_Airport Ipil,_Zamboanga_Sibugay Philippines
JOL Jolo_Airport Jolo,_Sulu Philippines
KLO Kalibo_International_Airport Kalibo,_Aklan Philippines
LAO Laoag_International_Airport Laoag_City,_Ilocos_Norte Philippines
CEB Mactan-Cebu_International_Airport Lapu-Lapu_City Philippines
LWA Lebak_Airport Lebak,_Sultan_Kudarat Philippines
LGP Legazpi_Airport Legazpi_City,_Albay Philippines
LBX Lubang_Airport Lubang,_Occidental_Mindoro Philippines
MLP Malabang_Airport Malabang,_Lanao_del_Sur Philippines
MPH Godofredo_P.Ramos_Airport_(Caticlan_Airport) Malay,_Aklan Philippines
CGM Camiguin_Airport Mambajao,_Camiguin Philippines
MBO Mamburao_Airport Mamburao,_Occidental_Mindoro Philippines
CDY Cagayan_de_Tawi-Tawi_Airport Mapun,_Tawi-Tawi Philippines
XMA Maramag_Airport Maramag,_Bukidnon Philippines
MBT Moises_R.Espinosa_Airport_(Masbate_Airport) Masbate_City,_Masbate Philippines
MXI Imelda_R.Marcos_Airport Mati,_Davao_Oriental Philippines
MNL Ninoy_Aquino_International_Airport_/_Villamor_Airbase Metro_Manila Philippines
SFS Subic_Bay_International_Airport Morong,_Bataan Philippines
OMC Ormoc_Airport Ormoc_City Philippines
OZC Labo_Airport Ozamiz_City,_Misamis_Occidental Philippines
PAG Pagadian_Airport Pagadian_City,_Zamboanga_del_Sur Philippines
WNP Naga_Airport_(Pili_Airport) Pili,_Camarines_Sur Philippines
PPS Puerto_Princesa_Airport Puerto_Princesa_City Philippines
TGB Tagbita_Airport Rizal,_Palawan Philippines
RXS Roxas_Airport Roxas_City,_Capiz Philippines
SFE San_Fernando_Airport San_Fernando_City,_La_UNION Philippines
EUQ Evelio_Javier_(Antique)_Airport San_Jose_de_Buenavista,_Antique Philippines
SJI San_Jose_Airport San_Jose,_Occidental_Mindoro Philippines
SSV Siasi_Airport Siasi,_Sulu Philippines
DGT Sibulan_(Dumaguete)_Airport Sibulan,_Negros_Oriental Philippines
XSO Siocon_Airport Siocon,_Zamboanga_del_Norte Philippines
AAV Allah_Valley_Airport Surallah,_South_Cotabato Philippines
SUG Surigao_Airport Surigao_City,_Surigao_del_Norte Philippines
TAC Daniel_Z._Romualdez_Airport_(Tacloban_Airport) Tacloban_City Philippines
TAG Tagbilaran_Airport Tagbilaran_City,_Bohol Philippines
TDG Tandag_Airport Tandag,_Surigao_del_Sur Philippines
RZP Cesar_Lim_Rodriguez_(Taytay-Sandoval)_Airport Taytay,_Palawan Philippines
TUG Tuguegarao_Airport Tuguegarao_City,_Cagayan Philippines
VRC Virac_Airport Virac,_Catanduanes Philippines
ZAM Zamboanga_International_Airport Zamboanga_City Philippines
IAO Siargao_-_Sayak_Airport Surigao_del_Norte Phillipines
LCJ ?ód?_W?adys?aw_Reymont_Airport ?ód? Poland
BXP Bia?a_Podlaska_Airport Bia?a_Podlaska Poland
BZG Bydgoszcz_Ignacy_Jan_Paderewski_Airport Bydgoszcz Poland
CZW Rudniki_Airport Cz?stochowa Poland
GDN Gda?sk_Lech_Wa??sa_Airport_(Rebiechowo_Airport) Gda?sk Poland
QYD Gdynia-Babie_Do?y_Airport Gdynia Poland
SZZ Szczecin-Goleniów_Solidarnosc_Airport Goleniów Poland
KTW Katowice_Airport_(Pyrzowice_Airport) Katowice_/_Pyrzowice Poland
KRK John_Paul_II_International_Airport_(Kraków_Airport) Kraków_/_Balice Poland
LUZ Lublin_Airport Lublin Poland
POZ Pozna?-?awica_Airport Pozna? Poland
RZE Rzeszów_-_Jasionka_Airport Rzeszów Poland
SZY Szczytno-Snationalrt_Airport Szymany Poland
WAW Frederic_Chopin_International_Airport Warsaw Poland
WMI Modlin_Airport Warsaw Poland
WRW All_airports_in_Warsaw Warsaw Poland
WRO Copernicus_Airport_Wroclaw Wroclaw Poland
IEG Zielona_Góra_Airport_(Babimost_Air_Base) Zielona_Góra Poland
BYJ Beja_Airport Beja Portugal
BGZ Braga_Airport Braga Portugal
BGC Bragança_Airport Bragança Portugal
CHV Chaves_Airport Chaves Portugal
CBP Coimbra_Airport_(Aeródromo_Municipal_Bissaya_Barreto) Coimbra Portugal
CVU Corvo_Airport Corvo_Island,_Azores Portugal
COV Covilhã_Airport Covilhã Portugal
FAO Faro_Airport Faro Portugal
FLW Flores_Airport Flores_Island,_Azores Portugal
FNC Madeira_Airport Funchal,_Madeira Portugal
GRW Graciosa_Island_Airport Graciosa_Island,_Azores Portugal
HOR Horta_Airport Horta,_Azores Portugal
TER Lajes_Field Lajes,_Azores Portugal
LIS Lisbon_Portela_Airport Lisbon Portugal
PIX Pico_Airport Pico_Island,_Azores Portugal
PDL João_Paulo_II_Airport_(Ponta_Delgada_Airport) Ponta_Delgada,_Azores Portugal
PRM Portimão_Airport Portimão,_Algarve Portugal
OPO Francisco_Sá_Carneiro_Airport Porto Portugal
PXO Porto_Santo_Airport Porto_Santo,_Madeira Portugal
SMA Santa_Maria_Airport Santa_Maria Portugal
VRL Vila_Real_Airport Vila_Real Portugal
BQN Rafael_Hernández_Airport Aguadilla Puerto_Rico
ARE Antonio_(Nery)_Juarbe_Pol_Airport Arecibo Puerto_Rico
DDP Dorado_Beach_Airport Dorado Puerto_Rico
CPX Benjamín_Rivera_Noriega_Airport Isla_de_Culebra Puerto_Rico
MAZ Eugenio_Maria_de_Hostos_Airport Mayagüez Puerto_Rico
PSE Mercedita_Airport Ponce Puerto_Rico
SIG Fernando_Luis_Ribas_Dominicci_Airport San_Juan Puerto_Rico
SJU Luis_Muñoz_Marín_International_Airport San_Juan Puerto_Rico
DOH Hamad_International_Airport Doha Qatar
IUD Al_Udeid_Air_Base Doha Qatar
DJM Djambala_Airport Djambala Republic_of_Congo
DIS Dolisie_Airport Dolisie Republic_of_Congo
EPN Epéna_Airport Epéna Republic_of_Congo
EWO Ewo_Airport Ewo Republic_of_Congo
LCO Lague_Airport Lague Republic_of_Congo
LKC Lekana_Airport Lekana Republic_of_Congo
OHD Ohrid_Airport Ohrid Republic_of_Macedonia
SAI San_Marino_Airport San_Marino Republic_of_San_Marino
BTB Betou_Airport Betou Republic_of_the_Congo
BOE Boundji_Airport Boundji Republic_of_the_Congo
BZV Maya_Maya_Airport Brazzaville Republic_of_the_Congo
GMM Gamboma_Airport Gamboma Republic_of_the_Congo
ION Impfondo_Airport Impfondo Republic_of_the_Congo
KEE Kelle_Airport Kelle Republic_of_the_Congo
KNJ Kindamba_Airport Kindamba Republic_of_the_Congo
KMK Makabana_Airport Makabana Republic_of_the_Congo
MKJ Makoua_Airport Makoua Republic_of_the_Congo
MSX Mossendjo_Airport Mossendjo Republic_of_the_Congo
MUY Mouyondzi_Airport Mouyondzi Republic_of_the_Congo
FTX Owando_Airport Owando Republic_of_the_Congo
OLL Oyo_Ollombo_Airport Oyo,_Republic_of_the_Congo Republic_of_the_Congo
PNR Pointe_Noire_Airport Pointe-Noire Republic_of_the_Congo
ANJ Zanaga_Airport Zanaga Republic_of_the_Congo
ZSE Pierrefonds_Airport Saint-Pierre Réunion
ARW Arad_International_Airport Arad Romania
BCM Bac?u_International_Airport Bac?u Romania
